date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:54:54	548089/548089	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2012:56:37%20GMT	https://alfred.nl/media/pages/werk/lidl-deals/b69b7f996d-1709219261/schermafbeelding-2024-02-29-om-16-04-00-810x540-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/lidl-deals/b69b7f996d-1709219261/schermafbeelding-2024-02-29-om-16-04-00-810x540-crop-q72.png	(from https://alfred.nl/)
15:54:54	56213/56213	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2012:56:37%20GMT	https://alfred.nl/media/pages/werk/lidl-deals/b69b7f996d-1709219261/schermafbeelding-2024-02-29-om-16-04-00-203x135-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/lidl-deals/b69b7f996d-1709219261/schermafbeelding-2024-02-29-om-16-04-00-203x135-crop-q72.png	(from https://alfred.nl/)
15:54:55	37291/37291	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202024%2010:24:53%20GMT	https://alfred.nl/werk/amstel-kroegverhalen	F:/New%20Web/alfred/alfred.nl/werk/amstel-kroegverhalen.html	(from https://alfred.nl/)
15:55:03	606087/606087	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2012:56:40%20GMT	https://alfred.nl/media/pages/werk/amstel-kroegverhalen/87fea51083-1704199813/schermafbeelding-2024-01-02-om-13-49-37-810x540-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/amstel-kroegverhalen/87fea51083-1704199813/schermafbeelding-2024-01-02-om-13-49-37-810x540-crop-q72.png	(from https://alfred.nl/)
15:55:12	1586191/1586191	---MC-	200	added ('OK')	image/jpeg	date:Mon,%2011%20Mar%202024%2010:24:51%20GMT	https://alfred.nl/media/pages/werk/texels-geheim/d403ea911a-1709217709/texels-geheim-203x135-crop-q72.jpg	F:/New%20Web/alfred/alfred.nl/media/pages/werk/texels-geheim/d403ea911a-1709217709/texels-geheim-203x135-crop-q72.jpg	(from https://alfred.nl/)
15:55:14	53125/53125	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2012:56:39%20GMT	https://alfred.nl/media/pages/werk/amstel-kroegverhalen/87fea51083-1704199813/schermafbeelding-2024-01-02-om-13-49-37-203x135-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/amstel-kroegverhalen/87fea51083-1704199813/schermafbeelding-2024-01-02-om-13-49-37-203x135-crop-q72.png	(from https://alfred.nl/)
15:55:14	1586191/1586191	---MC-	200	added ('OK')	image/jpeg	date:Mon,%2011%20Mar%202024%2010:24:51%20GMT	https://alfred.nl/media/pages/werk/texels-geheim/d403ea911a-1709217709/texels-geheim-810x540-crop-q72.jpg	F:/New%20Web/alfred/alfred.nl/media/pages/werk/texels-geheim/d403ea911a-1709217709/texels-geheim-810x540-crop-q72.jpg	(from https://alfred.nl/)
15:55:14	5714589/5714589	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2012:56:02%20GMT	https://alfred.nl/media/pages/werk/lidl-deals/b69b7f996d-1709219261/schermafbeelding-2024-02-29-om-16.04.00.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/lidl-deals/b69b7f996d-1709219261/schermafbeelding-2024-02-29-om-16.04.00.png	(from https://alfred.nl/)
15:55:21	557962/557962	---MC-	200	added ('OK')	image/jpeg	date:Mon,%2011%20Mar%202024%2010:25:13%20GMT	https://alfred.nl/media/pages/home/073e044128-1687182006/alfred-kerst-135x180-crop-q72.jpg	F:/New%20Web/alfred/alfred.nl/media/pages/home/073e044128-1687182006/alfred-kerst-135x180-crop-q72.jpg	(from https://alfred.nl/)
15:55:22	557962/557962	---MC-	200	added ('OK')	image/jpeg	date:Mon,%2011%20Mar%202024%2010:25:15%20GMT	https://alfred.nl/media/pages/home/073e044128-1687182006/alfred-kerst-540x720-crop-q72.jpg	F:/New%20Web/alfred/alfred.nl/media/pages/home/073e044128-1687182006/alfred-kerst-540x720-crop-q72.jpg	(from https://alfred.nl/)
15:55:22	380137/380137	---MC-	200	added ('OK')	image/jpeg	date:Mon,%2011%20Mar%202024%2010:25:16%20GMT	https://alfred.nl/media/pages/home/ec94c157a7-1687182008/dsc03251-135x180-crop-q72.jpg	F:/New%20Web/alfred/alfred.nl/media/pages/home/ec94c157a7-1687182008/dsc03251-135x180-crop-q72.jpg	(from https://alfred.nl/)
15:55:23	380137/380137	---MC-	200	added ('OK')	image/jpeg	date:Mon,%2011%20Mar%202024%2010:25:21%20GMT	https://alfred.nl/media/pages/home/ec94c157a7-1687182008/dsc03251-540x720-crop-q72.jpg	F:/New%20Web/alfred/alfred.nl/media/pages/home/ec94c157a7-1687182008/dsc03251-540x720-crop-q72.jpg	(from https://alfred.nl/)
15:55:24	356211/356211	---MC-	200	added ('OK')	image/jpeg	date:Mon,%2011%20Mar%202024%2010:25:23%20GMT	https://alfred.nl/media/pages/home/55f1bdf867-1687182008/dsc03273-540x720-crop-q72.jpg	F:/New%20Web/alfred/alfred.nl/media/pages/home/55f1bdf867-1687182008/dsc03273-540x720-crop-q72.jpg	(from https://alfred.nl/)
15:55:25	356211/356211	---MC-	200	added ('OK')	image/jpeg	date:Mon,%2011%20Mar%202024%2010:25:22%20GMT	https://alfred.nl/media/pages/home/55f1bdf867-1687182008/dsc03273-135x180-crop-q72.jpg	F:/New%20Web/alfred/alfred.nl/media/pages/home/55f1bdf867-1687182008/dsc03273-135x180-crop-q72.jpg	(from https://alfred.nl/)
15:55:30	418339/418339	---MC-	200	added ('OK')	image/jpeg	date:Mon,%2011%20Mar%202024%2010:25:24%20GMT	https://alfred.nl/media/pages/home/f3bf0466e0-1687182009/dsc04140-540x720-crop-q72.jpg	F:/New%20Web/alfred/alfred.nl/media/pages/home/f3bf0466e0-1687182009/dsc04140-540x720-crop-q72.jpg	(from https://alfred.nl/)
15:55:30	418339/418339	---MC-	200	added ('OK')	image/jpeg	date:Mon,%2011%20Mar%202024%2010:25:24%20GMT	https://alfred.nl/media/pages/home/f3bf0466e0-1687182009/dsc04140-135x180-crop-q72.jpg	F:/New%20Web/alfred/alfred.nl/media/pages/home/f3bf0466e0-1687182009/dsc04140-135x180-crop-q72.jpg	(from https://alfred.nl/)
15:55:30	527310/527310	---MC-	200	added ('OK')	image/jpeg	date:Mon,%2011%20Mar%202024%2010:25:24%20GMT	https://alfred.nl/media/pages/home/ceac66b254-1687182013/dsc07719-480x270-crop-q72.jpg	F:/New%20Web/alfred/alfred.nl/media/pages/home/ceac66b254-1687182013/dsc07719-480x270-crop-q72.jpg	(from https://alfred.nl/)
15:55:31	6855354/6855354	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2012:56:01%20GMT	https://alfred.nl/media/pages/werk/amstel-kroegverhalen/87fea51083-1704199813/schermafbeelding-2024-01-02-om-13.49.37.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/amstel-kroegverhalen/87fea51083-1704199813/schermafbeelding-2024-01-02-om-13.49.37.png	(from https://alfred.nl/)
15:55:32	63009/63009	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202024%2010:25:30%20GMT	https://alfred.nl/press	F:/New%20Web/alfred/alfred.nl/press.html	(from https://alfred.nl/)
15:55:32	527310/527310	---MC-	200	added ('OK')	image/jpeg	date:Mon,%2011%20Mar%202024%2010:25:30%20GMT	https://alfred.nl/media/pages/home/ceac66b254-1687182013/dsc07719-1920x1080-crop-q72.jpg	F:/New%20Web/alfred/alfred.nl/media/pages/home/ceac66b254-1687182013/dsc07719-1920x1080-crop-q72.jpg	(from https://alfred.nl/)
15:55:32	89476/89476	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15d84%22	https://code.jquery.com/jquery-3.5.1.min.js	F:/New%20Web/alfred/code.jquery.com/jquery-3.5.1.min.js	(from https://alfred.nl/)
15:55:32	64148/64148	---M-Z	200	added ('OK')	application/javascript	etag:%2261c68a7c-62f1%22	https://cdnjs.cloudflare.com/ajax/libs/gsap/3.9.1/gsap.min.js	F:/New%20Web/alfred/cdnjs.cloudflare.com/ajax/libs/gsap/3.9.1/gsap.min.js	(from https://alfred.nl/)
15:55:33	24528/24528	---M-Z	200	added ('OK')	application/javascript	etag:%2261c68a7c-29b4%22	https://cdnjs.cloudflare.com/ajax/libs/gsap/3.9.1/ScrollTrigger.min.js	F:/New%20Web/alfred/cdnjs.cloudflare.com/ajax/libs/gsap/3.9.1/ScrollTrigger.min.js	(from https://alfred.nl/)
15:55:35	8399/8399	---M-Z	200	added ('OK')	application/javascript	etag:W/%2220cf-/zWFEdu5PN0CPtE1DFxY0PWBlQs%22	https://cdn.jsdelivr.net/npm/vanilla-lazyload@17.6.1/dist/lazyload.min.js	F:/New%20Web/alfred/cdn.jsdelivr.net/npm/vanilla-lazyload@17.6.1/dist/lazyload.min.js	(from https://alfred.nl/)
15:55:37	37841/37841	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2011%20Mar%202024%2010:25:35%20GMT	https://player.vimeo.com/api/player.js	F:/New%20Web/alfred/player.vimeo.com/api/player.js	(from https://alfred.nl/)
15:55:40	57654/57654	---MCZ	200	added ('OK')	application/javascript	etag:%22e136-ppFLVfsImDkhRKQGmGrAD36fhGA%22	https://unpkg.com/flickity@2.3.0/dist/flickity.pkgd.min.js	F:/New%20Web/alfred/unpkg.com/flickity@2.3.0/dist/flickity.pkgd.min.js	(from https://alfred.nl/)
15:55:41	47164/47164	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2019%20Jun%202023%2013:42:36%20GMT	https://alfred.nl/assets/js/locomotive-scroll.min.js	F:/New%20Web/alfred/alfred.nl/assets/js/locomotive-scroll.min.js	(from https://alfred.nl/)
15:55:42	37688/37688	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2019%20Jun%202023%2013:42:36%20GMT	https://alfred.nl/assets/js/index.js	F:/New%20Web/alfred/alfred.nl/assets/js/index.js	(from https://alfred.nl/)
15:55:42	95724/95724	---M--	200	added ('OK')	application/vnd.oasis.opendocument.formula-template	date:Mon,%2019%20Jun%202023%2013:42:33%20GMT	https://alfred.nl/assets/fonts/CircularPro-Bold.otf	F:/New%20Web/alfred/alfred.nl/assets/fonts/CircularPro-Bold.otf	(from https://alfred.nl/assets/css/styleguide.css)
15:55:42	97092/97092	---M--	200	added ('OK')	application/vnd.oasis.opendocument.formula-template	date:Mon,%2019%20Jun%202023%2013:42:33%20GMT	https://alfred.nl/assets/fonts/CircularPro-BoldItalic.otf	F:/New%20Web/alfred/alfred.nl/assets/fonts/CircularPro-BoldItalic.otf	(from https://alfred.nl/assets/css/styleguide.css)
15:55:43	95944/95944	---M--	200	added ('OK')	application/vnd.oasis.opendocument.formula-template	date:Mon,%2019%20Jun%202023%2013:42:33%20GMT	https://alfred.nl/assets/fonts/CircularPro-Black.otf	F:/New%20Web/alfred/alfred.nl/assets/fonts/CircularPro-Black.otf	(from https://alfred.nl/assets/css/styleguide.css)
15:55:43	87144/87144	---M--	200	added ('OK')	application/vnd.oasis.opendocument.formula-template	date:Mon,%2019%20Jun%202023%2013:42:33%20GMT	https://alfred.nl/assets/fonts/CircularPro-Book.otf	F:/New%20Web/alfred/alfred.nl/assets/fonts/CircularPro-Book.otf	(from https://alfred.nl/assets/css/styleguide.css)
15:55:44	254/254	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2019%20Jun%202023%2013:42:35%20GMT	https://alfred.nl/assets/img/form-checkmark.svg	F:/New%20Web/alfred/alfred.nl/assets/img/form-checkmark.svg	(from https://alfred.nl/assets/css/styleguide.css)
15:55:44	87168/87168	---M--	200	added ('OK')	application/vnd.oasis.opendocument.formula-template	date:Mon,%2019%20Jun%202023%2013:42:34%20GMT	https://alfred.nl/assets/fonts/CircularPro-BookItalic.otf	F:/New%20Web/alfred/alfred.nl/assets/fonts/CircularPro-BookItalic.otf	(from https://alfred.nl/assets/css/styleguide.css)
15:55:45	38325/38325	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202024%2010:25:43%20GMT	https://alfred.nl/werk/viva-la-cubanita	F:/New%20Web/alfred/alfred.nl/werk/viva-la-cubanita.html	(from https://alfred.nl/werk)
15:55:45	412754/412754	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2012:56:37%20GMT	https://alfred.nl/media/pages/werk/viva-la-cubanita/0f3ff314cf-1709220205/schermafbeelding-2024-02-29-om-16-22-49-810x540-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/viva-la-cubanita/0f3ff314cf-1709220205/schermafbeelding-2024-02-29-om-16-22-49-810x540-crop-q72.png	(from https://alfred.nl/werk)
15:55:46	40562/40562	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2012:56:37%20GMT	https://alfred.nl/media/pages/werk/viva-la-cubanita/0f3ff314cf-1709220205/schermafbeelding-2024-02-29-om-16-22-49-203x135-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/viva-la-cubanita/0f3ff314cf-1709220205/schermafbeelding-2024-02-29-om-16-22-49-203x135-crop-q72.png	(from https://alfred.nl/werk)
15:55:46	46758/46758	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202024%2010:25:45%20GMT	https://alfred.nl/werk/conimex-let-s-eat-more-east	F:/New%20Web/alfred/alfred.nl/werk/conimex-let-s-eat-more-east.html	(from https://alfred.nl/werk)
15:55:47	65306/65306	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2012:56:38%20GMT	https://alfred.nl/media/pages/werk/conimex-let-s-eat-more-east/d652b557c6-1707829404/schermafbeelding-2024-02-13-om-13-57-10-203x135-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/conimex-let-s-eat-more-east/d652b557c6-1707829404/schermafbeelding-2024-02-13-om-13-57-10-203x135-crop-q72.png	(from https://alfred.nl/werk)
15:55:47	4404358/4404358	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2012:56:36%20GMT	https://alfred.nl/media/pages/werk/viva-la-cubanita/0f3ff314cf-1709220205/schermafbeelding-2024-02-29-om-16.22.49.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/viva-la-cubanita/0f3ff314cf-1709220205/schermafbeelding-2024-02-29-om-16.22.49.png	(from https://alfred.nl/werk)
15:55:47	38326/38326	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202024%2010:25:46%20GMT	https://alfred.nl/werk/praxis-sinterkerst	F:/New%20Web/alfred/alfred.nl/werk/praxis-sinterkerst.html	(from https://alfred.nl/werk)
15:55:47	728447/728447	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2012:56:40%20GMT	https://alfred.nl/media/pages/werk/conimex-let-s-eat-more-east/d652b557c6-1707829404/schermafbeelding-2024-02-13-om-13-57-10-810x540-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/conimex-let-s-eat-more-east/d652b557c6-1707829404/schermafbeelding-2024-02-13-om-13-57-10-810x540-crop-q72.png	(from https://alfred.nl/werk)
15:55:47	677571/677571	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2012:56:40%20GMT	https://alfred.nl/media/pages/werk/praxis-sinterkerst/a17e7fa822-1709901445/schermafbeelding-2024-03-08-om-13-36-42-810x540-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/praxis-sinterkerst/a17e7fa822-1709901445/schermafbeelding-2024-03-08-om-13-36-42-810x540-crop-q72.png	(from https://alfred.nl/werk)
15:55:48	57730/57730	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2012:56:39%20GMT	https://alfred.nl/media/pages/werk/praxis-sinterkerst/a17e7fa822-1709901445/schermafbeelding-2024-03-08-om-13-36-42-203x135-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/praxis-sinterkerst/a17e7fa822-1709901445/schermafbeelding-2024-03-08-om-13-36-42-203x135-crop-q72.png	(from https://alfred.nl/werk)
15:55:48	37417/37417	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202024%2010:25:47%20GMT	https://alfred.nl/werk/praxis-vakantie	F:/New%20Web/alfred/alfred.nl/werk/praxis-vakantie.html	(from https://alfred.nl/werk)
15:55:48	60055/60055	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Aug%202023%2009:19:41%20GMT	https://alfred.nl/media/pages/werk/praxis-vakantie/d4aac28fc7-1692004622/still-praxis-vakantie-203x135-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/praxis-vakantie/d4aac28fc7-1692004622/still-praxis-vakantie-203x135-crop-q72.png	(from https://alfred.nl/werk)
15:55:49	37368/37368	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202024%2010:25:48%20GMT	https://alfred.nl/werk/simpel-liefde	F:/New%20Web/alfred/alfred.nl/werk/simpel-liefde.html	(from https://alfred.nl/werk)
15:55:49	7546383/7546383	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Mar%202024%2012:56:37%20GMT	https://alfred.nl/media/pages/werk/praxis-sinterkerst/a17e7fa822-1709901445/schermafbeelding-2024-03-08-om-13.36.42.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/praxis-sinterkerst/a17e7fa822-1709901445/schermafbeelding-2024-03-08-om-13.36.42.png	(from https://alfred.nl/werk)
15:55:50	48029/48029	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Jul%202023%2009:48:29%20GMT	https://alfred.nl/media/pages/werk/simpel-liefde/7fe4e1dc38-1688982145/simpel-liefde-is-simpel-brent-estelle-203x135-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/simpel-liefde/7fe4e1dc38-1688982145/simpel-liefde-is-simpel-brent-estelle-203x135-crop-q72.png	(from https://alfred.nl/werk)
15:55:50	45529/45529	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202024%2010:25:49%20GMT	https://alfred.nl/werk/calve-heritage-75-jaar	F:/New%20Web/alfred/alfred.nl/werk/calve-heritage-75-jaar.html	(from https://alfred.nl/werk)
15:55:50	577900/577900	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Jul%202023%2009:48:30%20GMT	https://alfred.nl/media/pages/werk/simpel-liefde/7fe4e1dc38-1688982145/simpel-liefde-is-simpel-brent-estelle-810x540-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/simpel-liefde/7fe4e1dc38-1688982145/simpel-liefde-is-simpel-brent-estelle-810x540-crop-q72.png	(from https://alfred.nl/werk)
15:55:50	46515/46515	---M--	200	added ('OK')	image/png	date:Thu,%2022%20Jun%202023%2011:59:16%20GMT	https://alfred.nl/media/pages/werk/calve-heritage-75-jaar/19f1270fdb-1687182077/schermafbeelding-2023-06-19-om-10-11-53-203x135-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/calve-heritage-75-jaar/19f1270fdb-1687182077/schermafbeelding-2023-06-19-om-10-11-53-203x135-crop-q72.png	(from https://alfred.nl/werk)
15:55:50	492825/492825	---M--	200	added ('OK')	image/png	date:Thu,%2022%20Jun%202023%2011:59:19%20GMT	https://alfred.nl/media/pages/werk/calve-heritage-75-jaar/19f1270fdb-1687182077/schermafbeelding-2023-06-19-om-10-11-53-810x540-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/calve-heritage-75-jaar/19f1270fdb-1687182077/schermafbeelding-2023-06-19-om-10-11-53-810x540-crop-q72.png	(from https://alfred.nl/werk)
15:55:51	38819/38819	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202024%2010:25:50%20GMT	https://alfred.nl/werk/praxis-tuinfeest	F:/New%20Web/alfred/alfred.nl/werk/praxis-tuinfeest.html	(from https://alfred.nl/werk)
15:55:51	63312/63312	---M--	200	added ('OK')	image/png	date:Thu,%2022%20Jun%202023%2011:59:04%20GMT	https://alfred.nl/media/pages/werk/praxis-tuinfeest/95a732dfee-1687182070/schermafbeelding-2023-04-11-om-12-14-33-203x135-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/praxis-tuinfeest/95a732dfee-1687182070/schermafbeelding-2023-04-11-om-12-14-33-203x135-crop-q72.png	(from https://alfred.nl/werk)
15:55:51	840385/840385	---M--	200	added ('OK')	image/png	date:Mon,%2014%20Aug%202023%2009:19:42%20GMT	https://alfred.nl/media/pages/werk/praxis-vakantie/d4aac28fc7-1692004622/still-praxis-vakantie-810x540-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/praxis-vakantie/d4aac28fc7-1692004622/still-praxis-vakantie-810x540-crop-q72.png	(from https://alfred.nl/werk)
15:55:51	37187/37187	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202024%2010:25:50%20GMT	https://alfred.nl/werk/mora-empanadas	F:/New%20Web/alfred/alfred.nl/werk/mora-empanadas.html	(from https://alfred.nl/werk)
15:55:52	58795/58795	---M--	200	added ('OK')	image/png	date:Thu,%2022%20Jun%202023%2011:59:16%20GMT	https://alfred.nl/media/pages/werk/mora-empanadas/2b82bcb9bd-1687182069/schermafbeelding-2023-06-01-om-11-01-39-203x135-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/mora-empanadas/2b82bcb9bd-1687182069/schermafbeelding-2023-06-01-om-11-01-39-203x135-crop-q72.png	(from https://alfred.nl/werk)
15:55:52	840204/840204	---M--	200	added ('OK')	image/png	date:Thu,%2022%20Jun%202023%2011:59:05%20GMT	https://alfred.nl/media/pages/werk/praxis-tuinfeest/95a732dfee-1687182070/schermafbeelding-2023-04-11-om-12-14-33-810x540-crop-q72.png	F:/New%20Web/alfred/alfred.nl/media/pages/werk/praxis-tuinfeest/95a732dfee-1687182070/schermafbeelding-2023-04-11-om-12-14-33-810x540-crop-q72.png	(from https://alfred.nl/werk)
